0,251,251,any,0,1,3601,-1,0.6,0.05,free,0.5,deployment,1,0,average,30001
1,2,2,any,0,11,3601,-1,0.6,0.05,prod,1,deployment,1,0,average,30002
2,175,175,any,0,1,3601,-1,0.6,0.05,free,0.5,deployment,1,0,average,30003
3,97,97,any,0,7,3601,-1,0.6,0.05,batch,0.9,deployment,1,0,average,30004
4,21,21,any,0,11,3601,-1,0.6,0.05,prod,1,deployment,1,0,average,30005
5,135,135,any,0,7,3601,-1,0.6,0.05,batch,0.9,deployment,1,0,average,30006
6,230,230,any,0,1,3601,-1,0.6,0.05,free,0.5,deployment,1,0,average,30007
7,147,147,any,0,7,3601,-1,0.6,0.05,batch,0.9,deployment,1,0,average,30008
8,104,104,any,0,7,3601,-1,0.6,0.05,batch,0.9,deployment,1,0,average,30009
9,8,8,any,0,11,3601,-1,0.6,0.05,prod,1,deployment,1,0,average,30010
10,218,218,any,0,1,3601,-1,0.6,0.05,free,0.5,deployment,1,0,average,30011
11,93,93,any,0,7,3601,-1,0.6,0.05,batch,0.9,deployment,1,0,average,30012
12,115,115,any,0,7,3601,-1,0.6,0.05,batch,0.9,deployment,1,0,average,30013
13,249,249,any,0,1,3601,-1,0.6,0.05,free,0.5,deployment,1,0,average,30014
14,160,160,any,0,7,3601,-1,0.6,0.05,batch,0.9,deployment,1,0,average,30015
15,237,237,any,0,1,3601,-1,0.6,0.05,free,0.5,deployment,1,0,average,30016
16,78,78,any,0,11,3601,-1,0.6,0.05,prod,1,deployment,1,0,average,30017
17,18,18,any,0,11,3601,-1,0.6,0.05,prod,1,deployment,1,0,average,30018
18,127,127,any,0,7,3601,-1,0.6,0.05,batch,0.9,deployment,1,0,average,30019
19,196,196,any,0,1,3601,-1,0.6,0.05,free,0.5,deployment,1,0,average,30020
20,44,44,any,0,11,3601,-1,0.6,0.05,prod,1,deployment,1,0,average,30021
21,116,116,any,0,7,3601,-1,0.6,0.05,batch,0.9,deployment,1,0,average,30022
22,220,220,any,0,1,3601,-1,0.6,0.05,free,0.5,deployment,1,0,average,30023
23,82,82,any,0,7,3601,-1,0.6,0.05,batch,0.9,deployment,1,0,average,30024
24,3,3,any,0,11,3601,-1,0.6,0.05,prod,1,deployment,1,0,average,30025
25,195,195,any,0,1,3601,-1,0.6,0.05,free,0.5,deployment,1,0,average,30026
26,62,62,any,0,11,3601,-1,0.6,0.05,prod,1,deployment,1,0,average,30027
27,207,207,any,0,1,3601,-1,0.6,0.05,free,0.5,deployment,1,0,average,30028
28,33,33,any,0,11,3601,-1,0.6,0.05,prod,1,deployment,1,0,average,30029
29,255,255,any,0,1,3601,-1,0.6,0.05,free,0.5,deployment,1,0,average,30030
30,53,53,any,0,11,3601,-1,0.6,0.05,prod,1,deployment,1,0,average,30031
31,200,200,any,0,1,3601,-1,0.6,0.05,free,0.5,deployment,1,0,average,30032
