0,251,251,any,0,1,3601,-1,0.15,0.05,free,0.5,deployment,1,0,average,30001
1,2,2,any,0,11,3601,-1,0.15,0.05,prod,1,deployment,1,0,average,30002
2,184,184,any,0,1,3601,-1,0.15,0.05,free,0.5,deployment,1,0,average,30003
3,175,175,any,0,1,3601,-1,0.15,0.05,free,0.5,deployment,1,0,average,30004
4,97,97,any,0,7,3601,-1,0.15,0.05,batch,0.9,deployment,1,0,average,30005
5,189,189,any,0,1,3601,-1,0.15,0.05,free,0.5,deployment,1,0,average,30006
6,179,179,any,0,1,3601,-1,0.15,0.05,free,0.5,deployment,1,0,average,30007
7,245,245,any,0,1,3601,-1,0.15,0.05,free,0.5,deployment,1,0,average,30008
8,40,40,any,0,11,3601,-1,0.15,0.05,prod,1,deployment,1,0,average,30009
9,108,108,any,0,7,3601,-1,0.15,0.05,batch,0.9,deployment,1,0,average,30010
10,197,197,any,0,1,3601,-1,0.15,0.05,free,0.5,deployment,1,0,average,30011
11,21,21,any,0,11,3601,-1,0.15,0.05,prod,1,deployment,1,0,average,30012
12,117,117,any,0,7,3601,-1,0.15,0.05,batch,0.9,deployment,1,0,average,30013
13,190,190,any,0,1,3601,-1,0.15,0.05,free,0.5,deployment,1,0,average,30014
14,63,63,any,0,11,3601,-1,0.15,0.05,prod,1,deployment,1,0,average,30015
15,135,135,any,0,7,3601,-1,0.15,0.05,batch,0.9,deployment,1,0,average,30016
16,230,230,any,0,1,3601,-1,0.15,0.05,free,0.5,deployment,1,0,average,30017
17,147,147,any,0,7,3601,-1,0.15,0.05,batch,0.9,deployment,1,0,average,30018
18,163,163,any,0,1,3601,-1,0.15,0.05,free,0.5,deployment,1,0,average,30019
19,137,137,any,0,7,3601,-1,0.15,0.05,batch,0.9,deployment,1,0,average,30020
20,210,210,any,0,1,3601,-1,0.15,0.05,free,0.5,deployment,1,0,average,30021
21,84,84,any,0,7,3601,-1,0.15,0.05,batch,0.9,deployment,1,0,average,30022
22,209,209,any,0,1,3601,-1,0.15,0.05,free,0.5,deployment,1,0,average,30023
23,81,81,any,0,7,3601,-1,0.15,0.05,batch,0.9,deployment,1,0,average,30024
24,35,35,any,0,11,3601,-1,0.15,0.05,prod,1,deployment,1,0,average,30025
25,211,211,any,0,1,3601,-1,0.15,0.05,free,0.5,deployment,1,0,average,30026
26,70,70,any,0,11,3601,-1,0.15,0.05,prod,1,deployment,1,0,average,30027
27,141,141,any,0,7,3601,-1,0.15,0.05,batch,0.9,deployment,1,0,average,30028
28,17,17,any,0,11,3601,-1,0.15,0.05,prod,1,deployment,1,0,average,30029
29,87,87,any,0,7,3601,-1,0.15,0.05,batch,0.9,deployment,1,0,average,30030
30,39,39,any,0,11,3601,-1,0.15,0.05,prod,1,deployment,1,0,average,30031
31,128,128,any,0,7,3601,-1,0.15,0.05,batch,0.9,deployment,1,0,average,30032
32,24,24,any,0,11,3601,-1,0.15,0.05,prod,1,deployment,1,0,average,30033
33,104,104,any,0,7,3601,-1,0.15,0.05,batch,0.9,deployment,1,0,average,30034
34,16,16,any,0,11,3601,-1,0.15,0.05,prod,1,deployment,1,0,average,30035
35,8,8,any,0,11,3601,-1,0.15,0.05,prod,1,deployment,1,0,average,30036
36,218,218,any,0,1,3601,-1,0.15,0.05,free,0.5,deployment,1,0,average,30037
37,93,93,any,0,7,3601,-1,0.15,0.05,batch,0.9,deployment,1,0,average,30038
38,144,144,any,0,7,3601,-1,0.15,0.05,batch,0.9,deployment,1,0,average,30039
39,41,41,any,0,11,3601,-1,0.15,0.05,prod,1,deployment,1,0,average,30040
40,101,101,any,0,7,3601,-1,0.15,0.05,batch,0.9,deployment,1,0,average,30041
41,46,46,any,0,11,3601,-1,0.15,0.05,prod,1,deployment,1,0,average,30042
42,151,151,any,0,7,3601,-1,0.15,0.05,batch,0.9,deployment,1,0,average,30043
43,156,156,any,0,7,3601,-1,0.15,0.05,batch,0.9,deployment,1,0,average,30044
44,99,99,any,0,7,3601,-1,0.15,0.05,batch,0.9,deployment,1,0,average,30045
45,235,235,any,0,1,3601,-1,0.15,0.05,free,0.5,deployment,1,0,average,30046
46,115,115,any,0,7,3601,-1,0.15,0.05,batch,0.9,deployment,1,0,average,30047
47,11,11,any,0,11,3601,-1,0.15,0.05,prod,1,deployment,1,0,average,30048
48,225,225,any,0,1,3601,-1,0.15,0.05,free,0.5,deployment,1,0,average,30049
49,159,159,any,0,7,3601,-1,0.15,0.05,batch,0.9,deployment,1,0,average,30050
50,126,126,any,0,7,3601,-1,0.15,0.05,batch,0.9,deployment,1,0,average,30051
51,32,32,any,0,11,3601,-1,0.15,0.05,prod,1,deployment,1,0,average,30052
52,145,145,any,0,7,3601,-1,0.15,0.05,batch,0.9,deployment,1,0,average,30053
53,165,165,any,0,1,3601,-1,0.15,0.05,free,0.5,deployment,1,0,average,30054
54,69,69,any,0,11,3601,-1,0.15,0.05,prod,1,deployment,1,0,average,30055
55,131,131,any,0,7,3601,-1,0.15,0.05,batch,0.9,deployment,1,0,average,30056
56,161,161,any,0,1,3601,-1,0.15,0.05,free,0.5,deployment,1,0,average,30057
57,55,55,any,0,11,3601,-1,0.15,0.05,prod,1,deployment,1,0,average,30058
58,249,249,any,0,1,3601,-1,0.15,0.05,free,0.5,deployment,1,0,average,30059
59,160,160,any,0,7,3601,-1,0.15,0.05,batch,0.9,deployment,1,0,average,30060
60,232,232,any,0,1,3601,-1,0.15,0.05,free,0.5,deployment,1,0,average,30061
61,167,167,any,0,1,3601,-1,0.15,0.05,free,0.5,deployment,1,0,average,30062
62,43,43,any,0,11,3601,-1,0.15,0.05,prod,1,deployment,1,0,average,30063
63,238,238,any,0,1,3601,-1,0.15,0.05,free,0.5,deployment,1,0,average,30064
64,36,36,any,0,11,3601,-1,0.15,0.05,prod,1,deployment,1,0,average,30065
65,95,95,any,0,7,3601,-1,0.15,0.05,batch,0.9,deployment,1,0,average,30066
66,237,237,any,0,1,3601,-1,0.15,0.05,free,0.5,deployment,1,0,average,30067
67,129,129,any,0,7,3601,-1,0.15,0.05,batch,0.9,deployment,1,0,average,30068
68,25,25,any,0,11,3601,-1,0.15,0.05,prod,1,deployment,1,0,average,30069
69,162,162,any,0,1,3601,-1,0.15,0.05,free,0.5,deployment,1,0,average,30070
70,107,107,any,0,7,3601,-1,0.15,0.05,batch,0.9,deployment,1,0,average,30071
71,244,244,any,0,1,3601,-1,0.15,0.05,free,0.5,deployment,1,0,average,30072
72,78,78,any,0,11,3601,-1,0.15,0.05,prod,1,deployment,1,0,average,30073
73,233,233,any,0,1,3601,-1,0.15,0.05,free,0.5,deployment,1,0,average,30074
74,12,12,any,0,11,3601,-1,0.15,0.05,prod,1,deployment,1,0,average,30075
75,252,252,any,0,1,3601,-1,0.15,0.05,free,0.5,deployment,1,0,average,30076
76,134,134,any,0,7,3601,-1,0.15,0.05,batch,0.9,deployment,1,0,average,30077
77,22,22,any,0,11,3601,-1,0.15,0.05,prod,1,deployment,1,0,average,30078
