0,251,251,any,0,1,3601,-1,0.3,0.05,free,0.5,deployment,1,0,average,30001
1,2,2,any,0,11,3601,-1,0.3,0.05,prod,1,deployment,1,0,average,30002
2,175,175,any,0,1,3601,-1,0.3,0.05,free,0.5,deployment,1,0,average,30003
3,97,97,any,0,7,3601,-1,0.3,0.05,batch,0.9,deployment,1,0,average,30004
4,189,189,any,0,1,3601,-1,0.3,0.05,free,0.5,deployment,1,0,average,30005
5,21,21,any,0,11,3601,-1,0.3,0.05,prod,1,deployment,1,0,average,30006
6,190,190,any,0,1,3601,-1,0.3,0.05,free,0.5,deployment,1,0,average,30007
7,135,135,any,0,7,3601,-1,0.3,0.05,batch,0.9,deployment,1,0,average,30008
8,230,230,any,0,1,3601,-1,0.3,0.05,free,0.5,deployment,1,0,average,30009
9,147,147,any,0,7,3601,-1,0.3,0.05,batch,0.9,deployment,1,0,average,30010
10,35,35,any,0,11,3601,-1,0.3,0.05,prod,1,deployment,1,0,average,30011
11,211,211,any,0,1,3601,-1,0.3,0.05,free,0.5,deployment,1,0,average,30012
12,87,87,any,0,7,3601,-1,0.3,0.05,batch,0.9,deployment,1,0,average,30013
13,128,128,any,0,7,3601,-1,0.3,0.05,batch,0.9,deployment,1,0,average,30014
14,104,104,any,0,7,3601,-1,0.3,0.05,batch,0.9,deployment,1,0,average,30015
15,8,8,any,0,11,3601,-1,0.3,0.05,prod,1,deployment,1,0,average,30016
16,218,218,any,0,1,3601,-1,0.3,0.05,free,0.5,deployment,1,0,average,30017
17,93,93,any,0,7,3601,-1,0.3,0.05,batch,0.9,deployment,1,0,average,30018
18,101,101,any,0,7,3601,-1,0.3,0.05,batch,0.9,deployment,1,0,average,30019
19,46,46,any,0,11,3601,-1,0.3,0.05,prod,1,deployment,1,0,average,30020
20,99,99,any,0,7,3601,-1,0.3,0.05,batch,0.9,deployment,1,0,average,30021
21,115,115,any,0,7,3601,-1,0.3,0.05,batch,0.9,deployment,1,0,average,30022
22,225,225,any,0,1,3601,-1,0.3,0.05,free,0.5,deployment,1,0,average,30023
23,145,145,any,0,7,3601,-1,0.3,0.05,batch,0.9,deployment,1,0,average,30024
24,55,55,any,0,11,3601,-1,0.3,0.05,prod,1,deployment,1,0,average,30025
25,249,249,any,0,1,3601,-1,0.3,0.05,free,0.5,deployment,1,0,average,30026
26,160,160,any,0,7,3601,-1,0.3,0.05,batch,0.9,deployment,1,0,average,30027
27,232,232,any,0,1,3601,-1,0.3,0.05,free,0.5,deployment,1,0,average,30028
28,43,43,any,0,11,3601,-1,0.3,0.05,prod,1,deployment,1,0,average,30029
29,238,238,any,0,1,3601,-1,0.3,0.05,free,0.5,deployment,1,0,average,30030
30,36,36,any,0,11,3601,-1,0.3,0.05,prod,1,deployment,1,0,average,30031
31,95,95,any,0,7,3601,-1,0.3,0.05,batch,0.9,deployment,1,0,average,30032
32,237,237,any,0,1,3601,-1,0.3,0.05,free,0.5,deployment,1,0,average,30033
33,78,78,any,0,11,3601,-1,0.3,0.05,prod,1,deployment,1,0,average,30034
34,233,233,any,0,1,3601,-1,0.3,0.05,free,0.5,deployment,1,0,average,30035
35,22,22,any,0,11,3601,-1,0.3,0.05,prod,1,deployment,1,0,average,30036
36,18,18,any,0,11,3601,-1,0.3,0.05,prod,1,deployment,1,0,average,30037
37,127,127,any,0,7,3601,-1,0.3,0.05,batch,0.9,deployment,1,0,average,30038
38,196,196,any,0,1,3601,-1,0.3,0.05,free,0.5,deployment,1,0,average,30039
39,71,71,any,0,11,3601,-1,0.3,0.05,prod,1,deployment,1,0,average,30040
40,44,44,any,0,11,3601,-1,0.3,0.05,prod,1,deployment,1,0,average,30041
41,116,116,any,0,7,3601,-1,0.3,0.05,batch,0.9,deployment,1,0,average,30042
42,56,56,any,0,11,3601,-1,0.3,0.05,prod,1,deployment,1,0,average,30043
43,220,220,any,0,1,3601,-1,0.3,0.05,free,0.5,deployment,1,0,average,30044
44,125,125,any,0,7,3601,-1,0.3,0.05,batch,0.9,deployment,1,0,average,30045
45,82,82,any,0,7,3601,-1,0.3,0.05,batch,0.9,deployment,1,0,average,30046
46,3,3,any,0,11,3601,-1,0.3,0.05,prod,1,deployment,1,0,average,30047
47,195,195,any,0,1,3601,-1,0.3,0.05,free,0.5,deployment,1,0,average,30048
48,29,29,any,0,11,3601,-1,0.3,0.05,prod,1,deployment,1,0,average,30049
49,112,112,any,0,7,3601,-1,0.3,0.05,batch,0.9,deployment,1,0,average,30050
50,224,224,any,0,1,3601,-1,0.3,0.05,free,0.5,deployment,1,0,average,30051
51,62,62,any,0,11,3601,-1,0.3,0.05,prod,1,deployment,1,0,average,30052
52,207,207,any,0,1,3601,-1,0.3,0.05,free,0.5,deployment,1,0,average,30053
53,68,68,any,0,11,3601,-1,0.3,0.05,prod,1,deployment,1,0,average,30054
54,247,247,any,0,1,3601,-1,0.3,0.05,free,0.5,deployment,1,0,average,30055
55,206,206,any,0,1,3601,-1,0.3,0.05,free,0.5,deployment,1,0,average,30056
56,33,33,any,0,11,3601,-1,0.3,0.05,prod,1,deployment,1,0,average,30057
57,255,255,any,0,1,3601,-1,0.3,0.05,free,0.5,deployment,1,0,average,30058
58,122,122,any,0,7,3601,-1,0.3,0.05,batch,0.9,deployment,1,0,average,30059
59,227,227,any,0,1,3601,-1,0.3,0.05,free,0.5,deployment,1,0,average,30060
60,53,53,any,0,11,3601,-1,0.3,0.05,prod,1,deployment,1,0,average,30061
61,229,229,any,0,1,3601,-1,0.3,0.05,free,0.5,deployment,1,0,average,30062
62,200,200,any,0,1,3601,-1,0.3,0.05,free,0.5,deployment,1,0,average,30063
63,120,120,any,0,7,3601,-1,0.3,0.05,batch,0.9,deployment,1,0,average,30064
